N_Contact;Date;Agent_ID;Durée_Traitement_Sec;Status;Note_Satisfaction_Client;Montant Facture;Canal;Sujet;Appel traité;Appel repris;Conforme;NPS;Réclamation
CNT-71867;27/07/2023;AG003;582;Résolu;4;43,04;Téléphone;Panne compteur;Oui;Non;Oui;;Non
CNT-71868;13/11/2023;AG002;61;Résolu;1;47,84;Email;Facturation;Oui;Non;Oui;10;Non
CNT-71869;14/10/2023;AG004;313;Non Résolu;4;43,65;Chat;Demande d'information;Oui;Non;Oui;;Non
CNT-71870;06/06/2023;AG001;114;Non Résolu;3;36,2;Téléphone;Changement d'offre;Oui;Non;Non;;Non
CNT-71871;09/03/2023;AG003;179;Résolu;2;49,21;Email;Panne compteur;;Oui;Non Renseigné;;Non
CNT-71872;24/05/2023;AG001;348;En Attente;3;22,49;Email;Résiliation;Oui;Non;Oui;7;Non
CNT-71873;27/08/2023;AG004;289;Résolu;;25,69;Téléphone;Changement d'offre;Oui;Oui;Non;;Non
CNT-71874;29/10/2023;AG007;281;Résolu;3;49,24;Email;Déménagement;Oui;Oui;Oui;6;Non
CNT-71875;23/10/2023;AG007;293;En Attente;4;40,77;Téléphone;Souscription contrat;Oui;Non;Non Renseigné;10;Non
CNT-71876;08/01/2023;AG009;410;Résolu;1;45,92;Email;Litige paiement;Oui;Non;Oui;;Non
CNT-71877;18/07/2023;AG006;10;Résolu;3;31,62;Chat;Résiliation;Oui;Non;Oui;;Non
CNT-71878;31/12/2023;AG005;217;En Attente;;30,17;Email;Demande d'information;;Non;Oui;7;Non
CNT-71879;27/09/2023;AG002;;Résolu;1;12,97;Téléphone;Résiliation;Oui;Non;Oui;6;Non
CNT-71880;04/05/2023;AG002;211;Non Résolu;2;25,6;Chat;Litige paiement;Oui;Non;Non Renseigné;;Non
CNT-71881;02/11/2023;AG002;290;Résolu;4;41,99;Chat;Facturation;Non;Non;Oui;;Non
CNT-71882;09/10/2023;AG003;381;Résolu;5;23,02;Chat;Facturation;Oui;Non;Non;7;Oui
CNT-71883;30/09/2023;AG005;248;Résolu;4;48,26;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-71884;23/05/2023;AG001;296;Résolu;3;18,51;Téléphone;Relevé compteur;Oui;Non;Oui;10;Non
CNT-71885;01/12/2023;AG006;313;Résolu;;49,37;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;;Non
CNT-71886;16/08/2023;AG003;324;En Attente;3;29,71;Téléphone;Facturation;Oui;Non;Oui;4;Non
CNT-71887;20/03/2023;AG003;260;Non Résolu;5;28,35;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71888;27/05/2023;AG003;62;En Attente;3;30,88;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;7;Oui
CNT-71889;04/10/2023;AG007;199;En Attente;5;27,55;Email;Litige paiement;Non;Non;Non;;Non
CNT-71890;05/10/2023;AG005;301;Résolu;;33,55;Téléphone;Relevé compteur;Non;Oui;Oui;8;Non
CNT-71891;31/12/2023;AG009;227;Non Résolu;4;40,31;Téléphone;Relevé compteur;Oui;Oui;Oui;;Oui
CNT-71892;29/06/2023;AG008;272;Non Résolu;5;;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;4;Non
CNT-71893;06/03/2023;AG001;299;Résolu;4;;Chat;Facturation;Oui;Non;Oui;;Non
CNT-71894;04/05/2023;AG006;221;Résolu;1;28,3;Réseaux Sociaux;Changement d'offre;yes;Oui;Non;9;Non
CNT-71895;01/11/2023;AG009;136;Résolu;;45,71;Email;Panne compteur;Non;Non;Oui;9;Non
CNT-71896;25/02/2023;AG005;84;Résolu;5;39,45;Chat;Résiliation;Oui;Non;Oui;;Non
CNT-71897;30/10/2023;AG005;310;Non Résolu;5;;Réseaux Sociaux;Résiliation;Oui;Non;Oui;6;Oui
CNT-71898;31/01/2023;AG009;134;Résolu;5;32,65;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;;Non
CNT-71899;24/03/2023;AG005;262;En Attente;3;46,37;Email;Litige paiement;Oui;Non;Oui;;Non
CNT-71900;05/05/2023;AG009;288;Non Résolu;5;24,46;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;6;Non
CNT-71901;06/04/2023;AG005;374;En Attente;;12,57;Chat;Réclamation;Oui;Non;Oui;;Non
CNT-71902;01/10/2023;AG008;423;En Attente;5;23,77;Téléphone;Litige paiement;Oui;Non;Oui;;Non
CNT-71903;28/01/2023;AG009;240;Résolu;;18,65;Chat;Réclamation;Oui;Oui;Oui;10;Non
CNT-71904;26/09/2023;AG008;166;En Attente;;14,94;Téléphone;Souscription contrat;Oui;Oui;Non;10;Non
CNT-71905;04/05/2023;AG003;295;En Attente;4;13,23;Téléphone;Facturation;Oui;Oui;Oui;6;Non
CNT-71906;15/04/2023;AG003;170;Résolu;5;43,55;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;;Non
CNT-71907;27/08/2023;AG007;287;Résolu;2;49,71;Chat;Changement d'offre;Oui;Non;Non Renseigné;9;Non
CNT-71908;12/09/2023;AG002;186;Résolu;1;38,18;Réseaux Sociaux;Litige paiement;Non;Non;Oui;;Non
CNT-71909;04/12/2023;AG004;47;Résolu;3;47,42;Réseaux Sociaux;Litige paiement;Oui;Non;Oui;7;Non
CNT-71910;18/11/2023;AG004;311;Résolu;4;37,24;Email;Changement d'offre;Oui;Non;Oui;;Non
CNT-71911;29/01/2023;AG008;192;Résolu;5;14,46;Téléphone;Déménagement;Oui;Non;Non;2;Non
CNT-71912;31/03/2023;AG005;411;Résolu;;17,97;Email;Relevé compteur;Oui;Non;Non;5;Non
CNT-71913;15/09/2023;AG002;261;Résolu;;44,72;Chat;Résiliation;Oui;Non;Non;10;Non
CNT-71914;02/03/2023;AG007;105;Résolu;5;38,56;Téléphone;Relevé compteur;Non;Non;Oui;8;Non
CNT-71915;11/02/2023;AG004;356;Résolu;4;41,08;Réseaux Sociaux;Résiliation;Oui;Non;Non;8;Non
CNT-71916;17/11/2023;AG003;241;En Attente;4;37,13;Téléphone;Facturation;Oui;Non;Oui;;Non
CNT-71917;28/05/2023;AG009;319;En Attente;1;33,71;Téléphone;Réclamation;yes;Non;Non Renseigné;7;Non
CNT-71918;18/01/2023;AG005;358;Résolu;;9,13;Chat;Relevé compteur;;Non;Oui;10;Non
CNT-71919;23/04/2023;AG005;266;Résolu;3;20,57;Téléphone;Changement d'offre;Oui;Non;Oui;8;Non
CNT-71920;21/11/2023;AG006;129;Résolu;4;46,22;Chat;Relevé compteur;Oui;Non;Oui;0;Non
CNT-71921;04/01/2023;AG009;275;Résolu;;35,55;Réseaux Sociaux;Litige paiement;Non;Non;Oui;6;Non
CNT-71922;06/10/2023;AG008;395;Résolu;;27,49;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;9;Non
CNT-71923;01/11/2023;AG002;250;Non Résolu;;31,9;Téléphone;Souscription contrat;Non;Non;Oui;6;Non
CNT-71924;19/02/2023;AG003;301;Résolu;4;28,64;Réseaux Sociaux;Panne compteur;Oui;Oui;Oui;7;Non
CNT-71925;01/06/2023;AG009;180;Non Résolu;5;21,37;Téléphone;Résiliation;Oui;Oui;Oui;2;Non
CNT-71926;22/09/2023;AG005;114;Résolu;4;46,93;Email;Réclamation;Non;Non;Non;;Non
CNT-71927;29/11/2023;AG005;243;Résolu;4;11,21;Téléphone;Panne compteur;Oui;Non;Oui;6;Non
CNT-71928;06/04/2023;AG008;263;Résolu;4;34,38;Chat;Réclamation;Oui;Non;Oui;8;Non
CNT-71929;31/12/2023;AG001;371;En Attente;5;21,41;Email;Déménagement;Oui;Oui;Oui;;Non
CNT-71930;05/04/2023;AG008;269;Non Résolu;3;49,61;Téléphone;Litige paiement;Oui;Non;Oui;;Non
CNT-71931;28/05/2023;AG005;362;Résolu;3;37,76;Téléphone;Relevé compteur;Oui;Non;Non;9;Non
CNT-71932;12/07/2023;AG008;216;Non Résolu;5;22,71;Téléphone;Panne compteur;Non;Non;Oui;;Non
CNT-71933;10/02/2023;AG001;126;En Attente;5;23,1;Réseaux Sociaux;Déménagement;Oui;Oui;Oui;;Non
CNT-71934;09/09/2023;AG006;307;Résolu;5;10,56;Téléphone;Relevé compteur;Non;Non;Non Renseigné;;Non
CNT-71935;22/10/2023;AG002;407;Non Résolu;5;44,98;Réseaux Sociaux;Résiliation;Oui;Non;Non;9;Non
CNT-71936;14/10/2023;AG003;203;Résolu;4;30,84;Chat;Changement d'offre;Non;Non;Oui;9;Non
CNT-71937;14/01/2023;AG003;322;Non Résolu;;18,2;Téléphone;Résiliation;Oui;Non;Oui;5;Non
CNT-71938;17/05/2023;AG001;326;En Attente;2;10,67;Réseaux Sociaux;Facturation;Non;Non;Non Renseigné;9;Non
CNT-71939;03/10/2023;AG006;115;Résolu;5;48,75;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;4;Oui
CNT-71940;26/01/2023;AG003;239;Non Résolu;3;30,13;Téléphone;Changement d'offre;Oui;Non;Oui;3;Non
CNT-71941;13/03/2023;AG004;;Résolu;;28,11;Réseaux Sociaux;Relevé compteur;Non;Non;Oui;;Non
CNT-71942;04/04/2023;AG006;295;Résolu;5;20,4;Téléphone;Litige paiement;Oui;Non;Non Renseigné;8;Oui
CNT-71943;14/03/2023;AG005;331;Non Résolu;4;27,32;Chat;Litige paiement;Oui;Oui;Non;;Oui
CNT-71944;17/07/2023;AG005;313;Non Résolu;5;16,19;Téléphone;Demande d'information;Non;Oui;Non Renseigné;;Non
CNT-71945;01/12/2023;AG003;251;En Attente;4;12,67;Téléphone;Litige paiement;Oui;Non;Oui;8;Non
CNT-71946;23/12/2023;AG009;263;Résolu;5;36,05;Téléphone;Souscription contrat;Oui;Non;Oui;7;Non
CNT-71947;18/02/2023;AG007;368;Résolu;;;Chat;Déménagement;Oui;Non;Oui;;Non
CNT-71948;28/07/2023;AG008;186;Résolu;4;33,43;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-71949;25/05/2023;AG008;270;Résolu;2;9,56;Réseaux Sociaux;Résiliation;Oui;Oui;Oui;10;Non
CNT-71950;04/08/2023;AG003;308;Résolu;5;21,47;Chat;Demande d'information;Oui;Non;Oui;;Non
CNT-71951;10/06/2023;AG007;240;En Attente;;47,53;Téléphone;Litige paiement;Oui;Non;Oui;6;Non
CNT-71952;21/03/2023;AG009;177;Non Résolu;5;34,76;Téléphone;Panne compteur;Oui;Non;Oui;0;Non
CNT-71953;16/06/2023;AG001;149;Résolu;3;40,23;Chat;Changement d'offre;Oui;Non;Oui;7;Non
CNT-71954;20/06/2023;AG006;363;Résolu;3;10,65;Chat;Résiliation;Oui;Oui;Oui;0;Non
CNT-71955;14/07/2023;AG003;260;Non Résolu;3;46,81;Téléphone;Résiliation;Oui;Non;Oui;5;Non
CNT-71956;09/01/2023;AG007;282;Résolu;4;25,44;Téléphone;Résiliation;Oui;Non;Oui;9;Non
CNT-71957;13/04/2023;AG008;242;Non Résolu;3;43,14;Téléphone;Souscription contrat;Oui;Oui;Non Renseigné;8;Non
CNT-71958;11/06/2023;AG009;161;Résolu;;46,64;Téléphone;Réclamation;Oui;Non;Non Renseigné;9;Non
CNT-71959;14/02/2023;AG007;312;Non Résolu;4;19,07;Email;Changement d'offre;Non;Non;Oui;9;Non
CNT-71960;22/10/2023;AG009;331;En Attente;5;13,34;Réseaux Sociaux;Panne compteur;Oui;Non;Oui;;Non
CNT-71961;08/01/2023;AG009;202;Résolu;4;18,1;Téléphone;Facturation;Oui;Oui;Oui;10;Non
CNT-71962;06/01/2023;AG001;388;En Attente;4;15,05;Email;Réclamation;Oui;Non;Oui;;Non
CNT-71963;13/12/2023;AG006;261;Non Résolu;;31,45;Chat;Demande d'information;Non;Non;Oui;9;Non
CNT-71964;20/02/2023;AG004;333;Non Résolu;5;;Email;Litige paiement;Oui;Oui;Oui;8;Non
CNT-71965;24/12/2023;AG001;302;Résolu;;47,36;Chat;Résiliation;Non;Non;Oui;3;Non
CNT-71966;14/02/2023;AG006;;En Attente;;26,78;Réseaux Sociaux;Résiliation;Non;Non;Non;8;Non
CNT-71967;30/04/2023;AG005;376;Non Résolu;5;13,6;Réseaux Sociaux;Panne compteur;Oui;Oui;Oui;7;Non
CNT-71968;27/08/2023;AG004;502;Résolu;4;37,28;Téléphone;Relevé compteur;Oui;Non;Oui;7;Non
CNT-71969;05/06/2023;AG004;252;Résolu;4;38,51;Chat;Changement d'offre;yes;Non;Oui;;Non
CNT-71970;16/12/2023;AG003;112;Résolu;3;47,63;Téléphone;Réclamation;Oui;Oui;Non;8;Non
CNT-71971;15/05/2023;AG004;291;Résolu;5;37,56;Chat;Réclamation;Non;Non;Non;;Non
CNT-71972;24/07/2023;AG002;184;Non Résolu;4;46,8;Email;Demande d'information;Non;Oui;Oui;8;Non
CNT-71973;08/05/2023;AG005;148;Résolu;4;45,39;Chat;Souscription contrat;Oui;Non;Oui;8;Non
CNT-71974;25/05/2023;AG006;212;Non Résolu;;10,99;Chat;Facturation;Oui;Non;Non Renseigné;;Non
CNT-71975;14/06/2023;AG009;250;Non Résolu;5;20,64;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;;Non
CNT-71976;28/06/2023;AG001;378;Non Résolu;3;34,99;Réseaux Sociaux;Facturation;Oui;Oui;Non Renseigné;6;Non
CNT-71977;21/10/2023;AG005;441;Résolu;4;38,41;Email;Déménagement;Oui;Non;Oui;2;Non
CNT-71978;08/08/2023;AG001;159;Non Résolu;4;12,09;Téléphone;Relevé compteur;Non;Non;Oui;;Non
CNT-71979;11/09/2023;AG006;219;Résolu;3;35,28;Email;Souscription contrat;Oui;Non;Oui;10;Non
CNT-71980;01/10/2023;AG006;317;Résolu;3;42,5;Téléphone;Déménagement;Oui;Non;Non;8;Non
CNT-71981;24/06/2023;AG002;332;Résolu;4;;Téléphone;Demande d'information;Oui;Non;Oui;;Non
CNT-71982;17/03/2023;AG001;381;Non Résolu;5;20,14;Chat;Changement d'offre;Oui;Non;Oui;;Non
CNT-71983;04/07/2023;AG003;345;Non Résolu;5;49,71;Téléphone;Résiliation;Oui;Non;Oui;7;Non
CNT-71984;04/06/2023;AG003;206;Résolu;5;20,85;Téléphone;Changement d'offre;Oui;Non;Oui;4;Non
CNT-71985;12/11/2023;AG007;200;Résolu;4;48,99;Téléphone;Changement d'offre;Oui;Non;Non;;Non
CNT-71986;04/09/2023;AG006;295;Résolu;4;48,8;Réseaux Sociaux;Facturation;Oui;Non;Oui;8;Non
CNT-71987;15/11/2023;AG006;488;Résolu;2;37,52;Téléphone;Panne compteur;Oui;Non;Oui;;Non
CNT-71988;12/05/2023;AG007;245;Résolu;4;22,68;Téléphone;Résiliation;Oui;Non;Oui;;Non
CNT-71989;10/05/2023;AG001;;Résolu;5;44,04;Réseaux Sociaux;Relevé compteur;Non;Oui;Oui;9;Non
CNT-71990;12/01/2023;AG007;339;Non Résolu;5;22,81;Chat;Panne compteur;;Oui;Oui;8;Non
CNT-71991;03/02/2023;AG001;261;Non Résolu;4;38,35;Email;Panne compteur;Oui;Non;Oui;9;Non
CNT-71992;19/12/2023;AG007;491;Non Résolu;;29,68;Téléphone;Réclamation;Oui;Non;Oui;6;Non
CNT-71993;22/10/2023;AG009;228;En Attente;5;48,65;Chat;Résiliation;yes;Non;Oui;8;Non
CNT-71994;18/10/2023;AG006;152;Résolu;4;46,3;Téléphone;Souscription contrat;Oui;Non;Non Renseigné;;Non
CNT-71995;13/07/2023;AG005;343;En Attente;;21,06;Téléphone;Relevé compteur;Oui;Non;Oui;9;Oui
CNT-71996;25/07/2023;AG001;179;Résolu;5;45,9;Téléphone;Panne compteur;Oui;Non;Oui;;Non
CNT-71997;03/11/2023;AG004;234;Résolu;4;20,73;Chat;Litige paiement;Oui;Non;Oui;2;Non
CNT-71998;13/02/2023;AG007;290;Résolu;2;42,03;Téléphone;Relevé compteur;Oui;Non;Oui;;Non
CNT-71999;04/09/2023;AG004;242;En Attente;1;14,78;Email;Litige paiement;Oui;Non;Non;9;Oui
CNT-72000;21/10/2023;AG001;279;Non Résolu;4;12,22;Téléphone;Résiliation;Oui;Non;Oui;8;Non
CNT-72001;12/04/2023;AG003;272;Non Résolu;4;42,83;Téléphone;Relevé compteur;Oui;Oui;Non Renseigné;;Non
CNT-72002;07/03/2023;AG002;456;En Attente;4;29,21;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;7;Non
CNT-72003;05/09/2023;AG008;315;Résolu;5;37,61;Chat;Réclamation;Non;Non;Non Renseigné;;Non
CNT-72004;16/03/2023;AG007;255;En Attente;;15,19;Téléphone;Demande d'information;Oui;Non;Oui;5;Non
CNT-72005;11/01/2023;AG004;209;Résolu;1;42,77;Email;Déménagement;Oui;Non;Oui;5;Non
CNT-72006;03/03/2023;AG005;213;Non Résolu;5;26,58;Téléphone;Demande d'information;Oui;Oui;Non;;Non
CNT-72007;05/07/2023;AG003;69;Non Résolu;3;40,67;Téléphone;Déménagement;Oui;Non;Oui;8;Non
CNT-72008;06/12/2023;AG002;407;Résolu;5;12,01;Chat;Litige paiement;Oui;Oui;Oui;;Non
CNT-72009;19/03/2023;AG004;250;En Attente;3;16,86;Téléphone;Facturation;Oui;Non;Oui;9;Non
CNT-72010;21/05/2023;AG006;324;Résolu;5;12,07;Chat;Réclamation;Oui;Non;Oui;;Non
CNT-72011;15/10/2023;AG001;267;Non Résolu;4;10,77;Téléphone;Relevé compteur;Non;Oui;Oui;8;Non
CNT-72012;14/10/2023;AG003;301;Résolu;4;25,36;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;9;Non
CNT-72013;08/11/2023;AG004;159;Non Résolu;4;42,85;Téléphone;Demande d'information;Oui;Non;Non;;Non
CNT-72014;07/02/2023;AG008;352;Non Résolu;4;37,09;Email;Changement d'offre;Oui;Non;Oui;;Non
CNT-72015;17/03/2023;AG004;113;Résolu;4;14,09;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;7;Non
CNT-72016;06/03/2023;AG008;243;Non Résolu;4;38,24;Chat;Déménagement;Oui;Non;Non Renseigné;2;Non
CNT-72017;30/01/2023;AG005;305;Résolu;4;30,49;Email;Déménagement;Oui;Non;Oui;8;Non
CNT-72018;19/11/2023;AG006;314;Non Résolu;4;;Réseaux Sociaux;Souscription contrat;Oui;Non;Oui;;Oui
CNT-72019;18/12/2023;AG004;216;Résolu;4;42,55;Téléphone;Relevé compteur;Non;Non;Oui;3;Non
CNT-72020;25/02/2023;AG006;407;Non Résolu;4;19,57;Réseaux Sociaux;Panne compteur;Non;Oui;Non Renseigné;;Non
CNT-72021;18/07/2023;AG008;86;Résolu;;37,28;Téléphone;Litige paiement;Oui;Oui;Non;;Non
CNT-72022;07/12/2023;AG002;345;Résolu;3;17,91;Réseaux Sociaux;Réclamation;Oui;Non;Oui;;Non
CNT-72023;22/07/2023;AG008;212;En Attente;4;9,61;Chat;Facturation;Oui;Non;Oui;;Non
CNT-72024;01/03/2023;AG007;178;En Attente;;29,84;Chat;Réclamation;Non;Non;Non;3;Non
CNT-72025;25/01/2023;AG001;199;Résolu;3;17,35;Email;Litige paiement;Oui;Non;Non;8;Non
CNT-72026;14/09/2023;AG006;182;En Attente;4;37,99;Téléphone;Litige paiement;Oui;Oui;Non Renseigné;0;Oui
CNT-72027;20/04/2023;AG006;338;Résolu;2;32,72;Chat;Relevé compteur;Oui;Non;Oui;9;Non
CNT-72028;27/10/2023;AG006;296;En Attente;;24,84;Téléphone;Déménagement;Oui;Oui;Oui;10;Non
CNT-72029;28/03/2023;AG008;312;En Attente;3;;Téléphone;Relevé compteur;Oui;Non;Oui;0;Non
CNT-72030;17/12/2023;AG002;263;En Attente;5;17,94;Chat;Résiliation;Oui;Non;Oui;8;Non
CNT-72031;25/04/2023;AG002;217;Résolu;4;31,87;Email;Déménagement;Oui;Non;Oui;6;Non
CNT-72032;07/07/2023;AG003;505;En Attente;4;31,59;Réseaux Sociaux;Relevé compteur;Oui;Non;Oui;;Non
CNT-72033;22/11/2023;AG003;151;Résolu;5;48,36;Téléphone;Souscription contrat;Oui;Non;Non;;Non
CNT-72034;03/11/2023;AG004;378;Non Résolu;2;22,11;Chat;Panne compteur;Non;Non;Oui;7;Non
CNT-72035;02/07/2023;AG001;277;Non Résolu;4;26,96;Réseaux Sociaux;Souscription contrat;yes;Non;Non Renseigné;6;Non
CNT-72036;26/05/2023;AG004;81;Résolu;4;24,57;Chat;Résiliation;Oui;Non;Oui;4;Non
CNT-72037;27/01/2023;AG005;236;Résolu;3;33,54;Téléphone;Changement d'offre;Oui;Oui;Oui;6;Non
CNT-72038;02/10/2023;AG009;444;Non Résolu;5;23,42;Téléphone;Panne compteur;Oui;Non;Oui;3;Non
CNT-72039;30/03/2023;AG007;368;Résolu;5;21,95;Téléphone;Souscription contrat;Oui;Oui;Oui;;Non
CNT-72040;16/02/2023;AG009;161;Résolu;5;19,37;Téléphone;Réclamation;Oui;Non;Non Renseigné;9;Non
CNT-72041;26/05/2023;AG002;289;Non Résolu;4;10,73;Téléphone;Demande d'information;Oui;Non;Non Renseigné;8;Oui
CNT-72042;02/12/2023;AG003;254;Résolu;5;9,8;Réseaux Sociaux;Déménagement;Oui;Non;Oui;7;Oui
CNT-72043;16/01/2023;AG004;;Non Résolu;5;19,06;Email;Facturation;Oui;Non;Oui;;Non
CNT-72044;10/03/2023;AG005;209;Résolu;3;26,91;Chat;Demande d'information;Oui;Non;Oui;8;Non
CNT-72045;23/12/2023;AG009;277;En Attente;4;46,44;Réseaux Sociaux;Changement d'offre;Non;Non;Oui;7;Non
CNT-72046;25/08/2023;AG004;193;En Attente;2;46,92;Chat;Panne compteur;Oui;Non;Non;;Non
CNT-72047;08/04/2023;AG008;359;Non Résolu;;;Téléphone;Résiliation;Oui;Non;Oui;8;Non
CNT-72048;30/07/2023;AG005;206;Résolu;3;49,76;Téléphone;Demande d'information;Non;Non;Oui;7;Non
CNT-72049;24/06/2023;AG007;238;En Attente;4;44,67;Téléphone;Réclamation;Oui;Oui;Oui;7;Non
CNT-72050;09/09/2023;AG006;463;Non Résolu;5;36,52;Téléphone;Réclamation;Oui;Oui;Oui;7;Non
CNT-72051;11/01/2023;AG002;218;Non Résolu;;16,97;Email;Facturation;Oui;Non;Oui;7;Non
CNT-72052;17/10/2023;AG007;245;Résolu;5;46,37;Chat;Demande d'information;Non;Non;Oui;7;Non
CNT-72053;23/12/2023;AG007;118;Résolu;2;9,41;Chat;Déménagement;Oui;Non;Non Renseigné;8;Non
CNT-72054;05/06/2023;AG005;;Non Résolu;4;37,16;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-72055;04/09/2023;AG007;224;Résolu;5;11,4;Téléphone;Demande d'information;Oui;Non;Non;4;Non
CNT-72056;12/12/2023;AG002;433;Résolu;4;11,71;Email;Panne compteur;Oui;Non;Oui;4;Non
CNT-72057;20/04/2023;AG007;92;Non Résolu;1;14,54;Chat;Litige paiement;Oui;Non;Oui;;Non
CNT-72058;24/08/2023;AG007;287;Non Résolu;2;15,63;Téléphone;Panne compteur;Oui;Non;Oui;9;Non
CNT-72059;06/03/2023;AG006;468;Résolu;1;30,94;Email;Panne compteur;Oui;Non;Oui;;Non
CNT-72060;17/10/2023;AG007;198;Résolu;3;9,26;Réseaux Sociaux;Demande d'information;Oui;Non;Oui;;Non
CNT-72061;12/08/2023;AG009;280;Résolu;3;15,18;Réseaux Sociaux;Réclamation;Oui;Non;Oui;10;Non
CNT-72062;23/06/2023;AG009;393;Résolu;;20,55;Chat;Facturation;Non;Non;Oui;9;Non
CNT-72063;05/05/2023;AG004;226;En Attente;5;34,65;Téléphone;Souscription contrat;Oui;Non;Oui;9;Non
CNT-72064;02/11/2023;AG007;115;En Attente;5;30,08;Téléphone;Litige paiement;Oui;Oui;Non;;Non
CNT-72065;06/02/2023;AG009;211;Résolu;2;41,7;Téléphone;Réclamation;Oui;Non;Non;;Non
CNT-72066;01/09/2023;AG009;288;Non Résolu;;22,88;Réseaux Sociaux;Résiliation;Oui;Non;Oui;8;Non
CNT-72067;17/06/2023;AG001;287;Non Résolu;5;41,53;Téléphone;Panne compteur;Oui;Non;Non;;Non
CNT-72068;20/06/2023;AG008;328;Résolu;4;47,88;Réseaux Sociaux;Changement d'offre;Oui;Non;Oui;6;Non
CNT-72069;08/11/2023;AG009;176;Non Résolu;5;9,56;Téléphone;Réclamation;Oui;Oui;Non;6;Non
CNT-72070;05/10/2023;AG009;458;Résolu;3;37,77;Chat;Demande d'information;Non;Oui;Oui;;Non
CNT-72071;03/10/2023;AG001;179;Résolu;5;16,22;Chat;Changement d'offre;Oui;Non;Oui;;Non
CNT-72072;20/02/2023;AG004;267;Résolu;5;15,74;Email;Panne compteur;;Non;Non;5;Non
CNT-72073;13/01/2023;AG009;292;Résolu;;9,84;Email;Facturation;Oui;Non;Oui;5;Non
CNT-72074;27/07/2023;AG006;282;En Attente;4;33,74;Email;Changement d'offre;;Oui;Oui;;Non
CNT-72075;27/06/2023;AG003;150;Non Résolu;4;37,16;Réseaux Sociaux;Panne compteur;Oui;Oui;Non;6;Oui
CNT-72076;03/07/2023;AG006;395;Résolu;;48,95;Téléphone;Changement d'offre;Oui;Non;Oui;9;Non
CNT-72077;17/04/2023;AG007;207;Non Résolu;5;20,11;Téléphone;Relevé compteur;Oui;Non;Oui;;Oui
CNT-72078;01/09/2023;AG007;301;Résolu;;37,14;Téléphone;Panne compteur;Non;Non;Oui;10;Non
CNT-72079;28/05/2023;AG001;279;Non Résolu;;36,93;Téléphone;Demande d'information;Oui;Non;Oui;8;Oui
CNT-72080;17/04/2023;AG002;279;Résolu;4;32,06;Chat;Souscription contrat;Oui;Non;Oui;;Non
CNT-72081;18/05/2023;AG008;108;Résolu;;37,71;Téléphone;Réclamation;Oui;Non;Non Renseigné;7;Non
CNT-72082;22/04/2023;AG008;199;Non Résolu;;34,52;Chat;Souscription contrat;yes;Non;Oui;5;Non
CNT-72083;28/09/2023;AG001;300;Résolu;1;22,31;Email;Panne compteur;Oui;Non;Oui;8;Non
CNT-72084;25/02/2023;AG002;112;Résolu;2;44,51;Réseaux Sociaux;Résiliation;Oui;Non;Oui;7;Non
CNT-72085;04/09/2023;AG003;237;Résolu;1;33,03;Téléphone;Souscription contrat;Oui;Non;Oui;;Non
CNT-72086;29/10/2023;AG008;270;Résolu;;14,08;Téléphone;Résiliation;Oui;Non;Oui;0;Non
CNT-72087;11/06/2023;AG008;323;Résolu;4;16,01;Chat;Litige paiement;Oui;Non;Non;10;Oui
CNT-72088;09/11/2023;AG005;268;En Attente;5;25,9;Téléphone;Réclamation;Oui;Non;Oui;;Non
CNT-72089;16/01/2023;AG006;241;Résolu;3;21,6;Email;Résiliation;Oui;Non;Oui;;Non
CNT-72090;25/09/2023;AG004;284;Non Résolu;4;11,62;Chat;Souscription contrat;Oui;Non;Oui;9;Non
CNT-72091;25/04/2023;AG008;235;Non Résolu;4;20,88;Email;Réclamation;Oui;Non;Oui;5;Oui
CNT-72092;27/09/2023;AG008;173;En Attente;;29,84;Email;Résiliation;Oui;Non;Oui;5;Non
CNT-72093;10/07/2023;AG002;210;Résolu;2;9,48;Téléphone;Panne compteur;Oui;Non;Oui;7;Oui
CNT-72094;23/05/2023;AG004;299;Non Résolu;;21,73;Chat;Déménagement;Oui;Non;Non;5;Non
CNT-72095;21/06/2023;AG009;241;Non Résolu;5;23,78;Email;Litige paiement;Non;Non;Non;;Non
CNT-72096;12/09/2023;AG001;519;Non Résolu;4;42,16;Chat;Demande d'information;Oui;Non;Oui;;Non
CNT-72097;10/03/2023;AG009;147;Résolu;2;16,8;Chat;Facturation;Oui;Non;Oui;5;Non
CNT-72098;29/09/2023;AG006;296;Résolu;5;38,63;Téléphone;Changement d'offre;Oui;Non;Oui;;Non
