Reference_Dossier;Date;ID Agent;Durée_Traitement_Sec;Dossier_Cloture;Note_Satisfaction_Client;Prix_Prestation;Type_Contact;Objet;Traite;Appel Repris;Conforme;NPS;Réclammation
DOS51749;19/07/2023;AG011;126;Non;5;29,76;Téléphone;Réclamation;Oui;Non;Oui;10;Non
DOS51750;26/04/2023;AG003;;Oui;4;53,88;Courrier;Changement d'offre;Oui;Non;Oui;;Non
DOS51751;22/11/2023;AG012;162;Oui;5;13,96;Chat;Panne compteur;Oui;Oui;Non;;Oui
DOS51752;18/01/2023;AG012;324;Non;4;46,22;Courrier;Réclamation;Oui;Non;Non;8;Non
DOS51753;23/08/2023;AG012;384;Non;2;30,51;Chat;Réclamation;Non;Non;Non Renseigné;;Non
DOS51754;24/02/2023;AG025;438;Oui;4;50,53;Chat;Souscription contrat;Non;Oui;Non;10;Non
DOS51755;14/02/2023;AG025;294;Oui;4;22,26;Téléphone;Souscription contrat;Non;Non;Oui;7;Oui
DOS51756;19/05/2023;AG012;;Oui;4;50,71;Courrier;Panne compteur;Non;Non;Oui;;Non
DOS51757;26/09/2023;AG007;138;Non;2;25,86;Email;Déménagement;Non;Non;Non;5;Non
DOS51758;12/10/2023;AG007;468;Non;4;45,48;Courrier;Déménagement;Oui;Non;Oui;7;Non
DOS51759;04/12/2023;AG011;426;Non;1;36,25;Email;Déménagement;Non;Non;Non;;Oui
DOS51760;20/11/2023;AG012;360;Oui;5;38,29;Courrier;Changement d'offre;Oui;Non;Oui;9;Oui
DOS51761;08/12/2023;AG007;300;Non;5;43,33;Email;Déménagement;Non;Non;Non;9;Non
DOS51762;29/06/2023;AG003;468;Oui;5;23,09;Courrier;Souscription contrat;Oui;Non;Oui;0;Non
DOS51763;29/10/2023;AG008;168;Non;5;22,54;Email;Réclamation;Oui;Non;Oui;4;Oui
DOS51764;11/01/2023;AG011;336;Non;4;41,38;Téléphone;Réclamation;Non;Non;Oui;3;Oui
DOS51765;09/04/2023;AG008;528;Oui;5;23,59;Email;Changement d'offre;Oui;Non;Oui;5;Non
DOS51766;21/07/2023;AG007;168;Non;;37,67;Téléphone;Litige paiement;Oui;Non;Non;;Oui
DOS51767;01/11/2023;AG008;564;Oui;4;24,51;Courrier;Litige paiement;Oui;Non;Non;;Non
DOS51768;17/09/2023;AG019;420;Oui;4;23,18;Chat;Panne compteur;Non;Non;Oui;8;Non
DOS51769;15/12/2023;AG008;384;Non;3;24,93;Chat;Résiliation;Oui;Non;Non;9;Non
DOS51770;17/07/2023;AG012;462;Non;;42,28;Courrier;Relevé compteur;Oui;Non;Oui;;Non
DOS51771;27/11/2023;AG011;438;Oui;;41,36;Email;Facturation;Oui;Non;Non Renseigné;0;Oui
DOS51772;29/10/2023;AG003;126;Oui;4;22,96;Courrier;Souscription contrat;Oui;Non;Oui;;Non
DOS51773;24/07/2023;AG008;126;Non;5;18,74;Email;Facturation;Oui;Oui;Oui;6;Non
DOS51774;01/03/2023;AG011;240;Non;4;52,33;Chat;Litige paiement;Oui;Non;Oui;;Oui
DOS51775;16/01/2023;AG008;348;Non;;47,55;Chat;Demande d'information;Non;Oui;Oui;;Non
DOS51776;18/06/2023;AG011;444;Non;2;18,8;Chat;Litige paiement;Oui;Non;Oui;8;Non
DOS51777;16/10/2023;AG025;276;Oui;4;12,93;Email;Panne compteur;Non;Non;Oui;;Oui
DOS51778;25/10/2023;AG019;216;Oui;;40,98;Téléphone;Panne compteur;Oui;Non;Oui;;Non
DOS51779;10/02/2023;AG007;408;Oui;4;13,86;Email;Relevé compteur;Non;Non;Oui;7;Non
DOS51780;06/06/2023;AG019;270;Non;5;41,99;Téléphone;Résiliation;Oui;Non;Oui;;Non
DOS51781;04/01/2023;AG007;;Oui;4;21,65;Email;Facturation;Oui;Non;Non;;Non
DOS51782;01/06/2023;AG008;306;Non;3;19,28;Email;Litige paiement;Oui;Non;Oui;;Oui
DOS51783;01/01/2023;AG011;222;Oui;5;43,37;Email;Déménagement;Non;Non;Oui;;Oui
DOS51784;31/10/2023;AG007;228;Oui;5;36,4;Téléphone;Facturation;Oui;Non;Oui;5;Oui
DOS51785;07/02/2023;AG008;168;Oui;5;24,25;Email;Changement d'offre;Oui;Oui;Oui;;Oui
DOS51786;17/09/2023;AG019;450;Non;4;19,71;Courrier;Résiliation;Oui;Non;Oui;10;Non
DOS51787;05/07/2023;AG011;258;Non;5;15,53;Chat;Facturation;Non;Oui;Non;7;Non
DOS51788;22/01/2023;AG025;216;Oui;5;35,33;Courrier;Demande d'information;Oui;Non;Oui;;Non
DOS51789;01/11/2023;AG003;96;Oui;4;28,01;Email;Changement d'offre;Non;Non;Oui;;Non
DOS51790;18/10/2023;AG019;78;Non;5;39,85;Téléphone;Réclamation;Oui;Non;Non;7;Oui
DOS51791;11/07/2023;AG003;174;Oui;5;53,55;Téléphone;Souscription contrat;Non;Non;Oui;5;Non
DOS51792;23/02/2023;AG012;348;Non;5;25;Email;Panne compteur;Oui;Non;Oui;;Non
DOS51793;26/10/2023;AG007;312;Oui;4;13,33;Courrier;Résiliation;Oui;Non;Oui;7;Oui
DOS51794;13/04/2023;AG011;270;Non;;25,6;Email;Réclamation;Non;Non;Oui;7;Non
DOS51795;12/09/2023;AG007;174;Non;3;16,17;Téléphone;Relevé compteur;Oui;Non;Non;;Non
DOS51796;08/05/2023;AG007;84;Oui;1;17,27;Courrier;Souscription contrat;Oui;Non;Oui;7;Non
DOS51797;16/06/2023;AG008;216;Oui;5;24,73;Chat;Souscription contrat;Oui;Oui;Oui;9;Non
DOS51798;19/09/2023;AG011;270;Non;5;42,7;Téléphone;Litige paiement;Non;Non;Non;7;Oui
DOS51799;24/10/2023;AG025;390;Oui;;38,32;Email;Déménagement;Non;Non;Oui;;Oui
DOS50266;06/09/2023;AG011;264;Oui;2;43,41;Email;Changement d'offre;Non;Non;Oui;;Oui
DOS50356;10/04/2023;AG012;204;Non;;13,97;Chat;Réclamation;Non;Non;Non;7;Oui
DOS50221;02/06/2023;AG012;582;Oui;5;26,37;Courrier;Demande d'information;Oui;Non;Non;8;Non
DOS51242;13/10/2023;AG003;48;Oui;5;36,84;Téléphone;Déménagement;Non;Non;Oui;;Oui
DOS51154;23/05/2023;AG007;444;Non;5;29,84;Courrier;Demande d'information;Oui;Non;Oui;8;Oui
DOS50602;11/12/2023;AG011;450;Non;5;21,16;Courrier;Souscription contrat;Non;Non;Oui;;Oui
DOS50667;16/04/2023;AG007;402;Non;5;37,66;Email;Réclamation;Non;Non;Non Renseigné;;Non
DOS51669;05/04/2023;AG007;180;Oui;5;53,61;Courrier;Changement d'offre;Non;Non;Oui;;Oui
DOS51721;10/08/2023;AG025;330;Oui;5;20,5;Courrier;Demande d'information;Non;Non;Oui;6;Non
DOS51219;28/02/2023;AG008;240;Non;5;12,45;Email;Litige paiement;Non;Non;Oui;;Oui
DOS50318;10/09/2023;AG012;162;Oui;4;27,31;Chat;Réclamation;Oui;Non;Non Renseigné;8;Non
DOS50420;07/01/2023;AG025;324;Non;3;49,11;Email;Panne compteur;Oui;Non;Oui;8;Oui
DOS51414;31/08/2023;AG019;204;Oui;5;13,12;Chat;Relevé compteur;Oui;Non;Oui;7;Non
DOS50713;23/12/2023;AG011;354;Oui;4;23,42;Chat;Facturation;Oui;Non;Non;8;Oui
DOS51116;12/09/2023;AG011;360;Oui;4;26,3;Courrier;Souscription contrat;Oui;Non;Oui;4;Non
